도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
칠암도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,23:00,09:00,18:00,09:00,23:00,450,183086,113,7720,7,14,경상남도 김해시 활천로 285번길 14,김해시,055-330-4591,10362,5868,http://lib.gimhae.go.kr/,,,2019-09-06,6480000,경상남도
화정글샘도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,23:00,09:00,18:00,09:00,23:00,526,109561,116,9058,7,14,경상남도 김해시 삼계중앙로13번길 19,김해시,055-330-2970,22686,4245,http://lib.gimhae.go.kr/,,,2019-09-06,6480000,경상남도
장유도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,23:00,09:00,18:00,09:00,23:00,942,165955,107,9822,7,14,경상남도 김해시 대청로176번길 7,김해시,055-330-7461,16529,6901,http://lib.gimhae.go.kr/,,,2019-09-06,6480000,경상남도
김해기적의도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,500,50817,50,1208,7,14,경상남도 김해시 장유면 율하1로 55,김해시,055-330-4651,2783,1458,http://lib.gimhae.go.kr/,,,2019-09-06,6480000,경상남도
진영한빛도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,23:00,09:00,18:00,09:00,23:00,587,106170,112,5221,7,14,경상남도 김해시 진영읍 김해대로 440,김해시,055-330-4831,20044,6568,http://lib.gimhae.go.kr/,,,2019-09-06,6480000,경상남도
밀양시립도서관,경상남도,밀양시,공공도서관,"매주월요일, 신정, 구정, 추석연휴일",08:00,23:00,08:00,23:00,08:00,23:00,441,135973,110,6299,3,14,경상남도 밀양시 중앙로 265,밀양시,055-359-6026,5629,5907,http://www.myclib.or.kr,,,2019-09-06,6480000,경상남도
밀양시립영어도서관,경상남도,밀양시,공공도서관,"매주월요일, 신정, 구정, 추석연휴일",09:00,18:00,09:00,18:00,09:00,18:00,89,24578,30,2053,3,14,경상남도 밀양시 중앙로 265,밀양시,055-359-6045,528,1056,http://eng.myclib.or.kr/,,,2019-09-06,6480000,경상남도
거제시립장평도서관,경상남도,거제시,공공도서관,"자료실 : 월요일 법정공휴일, 학습실 : 추석 설연휴",09:00,18:00,09:00,18:00,09:00,18:00,305,46882,33,229,5,14,경상남도 거제시 장평3로10,거제시,055-639-3871,4228,1194,http://www.lib.geoje.go.kr,,,2019-09-06,6480000,경상남도
거제시립장승포도서관,경상남도,거제시,공공도서관,"자료실 : 월요일 법정공휴일, 학습실 : 추석 설연휴",09:00,18:00,09:00,18:00,09:00,18:00,164,69100,30,2104,5,14,경상남도 거제시 신부로36,거제시,055-639-3861,3715,857,http://www.lib.geoje.go.kr,,,2019-09-06,6480000,경상남도
거제시립옥포도서관,경상남도,거제시,공공도서관,"자료실 : 월요일 법정공휴일, 학습실 : 추석 설연휴",09:00,18:00,09:00,18:00,09:00,18:00,191,50550,42,1065,5,14,경상남도 거제시 진목로20,거제시,055-639-3881,1461,1158,http://www.lib.geoje.go.kr,,,2019-09-06,6480000,경상남도
거제시립수양도서관,경상남도,거제시,공공도서관,"자료실 : 월요일 법정공휴일, 학습실 : 추석 설연휴",09:00,18:00,09:00,18:00,09:00,18:00,250,28309,36,106,5,14,경상남도 거제시 제산로 5길 26,거제시,055-639-3891,4457,1153,http://www.lib.geoje.go.kr,,,2019-09-06,6480000,경상남도
양산시립도서관,경상남도,양산시,공공도서관,"매월 마지막주 월요일, 법정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,1317,114343,100,14797,5,14,경상남도 양산시 물금읍 청룡로 11(가촌리),양산시,055-392-5900,16735,6560,http://lib.yangsan.go.kr,,,2019-09-06,6480000,경상남도
웅상도서관,경상남도,양산시,공공도서관,"매월 마지막주 월요일, 법정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,1200,164465,81,17880,5,14,경상남도 양산시 웅상대로 1009-2(주진동),양산시,055-392-5950,15199,5582,http://uslib.yangsan.go.kr,,,2019-09-06,6480000,경상남도
양산영어도서관,경상남도,양산시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,318,21527,23,8853,5,14,경상남도 양산시 대평들1길 9-10(소주동),양산시,055-392-5940,1527,996,http://englib.yangsan.go.kr,,,2019-09-06,6480000,경상남도
상북어린이도서관,경상남도,양산시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,80,9661,6,8025,5,14,경상남도 양산시 상북면 반회서7길 14-16,양산시,055-392-5936,609,265,http://sblib.yangsan.go.kr,,,2019-09-06,6480000,경상남도
함안군립칠원도서관,경상남도,함안군,공공도서관,매주 월요일,09:00,18:00,09:00,17:00,09:00,18:00,349,39822,0,1998,5,14,경상남도 함안군 칠원읍 원서로 56,함안군,055-580-3647,8137,1915,http://chilwonlib.or.kr,,,2019-09-06,6480000,경상남도
영산도서관,경상남도,창녕군,공공도서관,"매주월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,178,31331,28,3080,3,14,경상남도 창녕군 영산면 원다리길 34,창녕군,055-530-1931,6500,594,http://www.ysl.cng.gr.kr/,,,2019-09-06,6480000,경상남도
동부도서관,경상남도,고성군,공공도서관,"월요일, 국가지정 공휴일",09:00,21:00,09:00,21:00,09:00,21:00,100,34552,3,3380,3,21,경상남도 고성군 회화면 관인로44번길26-5,고성군,055-670-2916,1134,997,없음,,,2019-09-06,6480000,경상남도
화전도서관,경상남도,남해군,공공도서관,"설, 추석연휴",09:00,22:00,09:00,22:00,09:00,22:00,170,52500,27,819,4,14,경상남도 남해군 남해읍 망운로 30번길 9,남해군,055-860-3865,2435,2349,http://www.hjlib.or.kr/,,,2019-09-06,6480000,경상남도
거창군립한마음도서관,경상남도,거창군,공공도서관,"금요일, 법정공휴일",09:00,22:00,09:00,17:00,09:00,22:00,404,107444,46,16865,5,14,경상남도 거창군 거창읍 거열로6길11,거창군,055-940-8470,1538,2406,http://library.geochang.go.kr/,,,2019-09-06,6480000,경상남도
생각마루도서관,경상북도,군위군,작은도서관,없음,09:00,18:00,10:00,17:00,10:00,17:00,40,7800,0,2000,3,14,경상북도 군위군 소보면 송백로 1194,간디문화센터,054-382-3749,,117,,36.2393782,128.4881728,2019-09-05,5140000,경상북도 군위군
비산도서관,대구광역시,서구,공공도서관,"매주 월요일, 공휴일",09:00,20:00,09:00,17:00,00:00,00:00,60,20163,16,1102,10,15,대구광역시 서구 달서로 14길 13,대구광역시 서구청,053-663-3721,444,488.92,http://lib.dgs.go.kr/,35.8685125,128.5711172,2019-08-30,3430000,대구광역시 서구
서구영어도서관,대구광역시,서구,공공도서관,"매주 월요일, 공휴일",09:00,18:00,09:00,17:00,00:00,00:00,14,9229,8,1595,10,15,대구광역시 서구 평리로35길 90-6,대구광역시 서구청,053-663-3861,651,650.7,http://lib.dgs.go.kr/,35.868114,128.5442553,2019-08-30,3430000,대구광역시 서구
비원도서관,대구광역시,서구,공공도서관,"매주 월요일, 공휴일",09:00,20:00,09:00,17:00,00:00,00:00,59,12141,14,141,10,15,대구광역시 서구 달서천로 61안길 10,대구광역시 서구청,053-663-3871,680,822.52,http://lib.dgs.go.kr,35.886383,128.569308,2019-08-30,3430000,대구광역시 서구
원고개도서관,대구광역시,서구,공공도서관,"매주 금요일, 공휴일",09:00,20:00,09:00,17:00,00:00,00:00,60,17496,14,520,10,15,대구광역시 서구 달서로43길 12,대구광역시 서구청,053-663-3941,790,756.73,http://lib.dgs.go.kr,35.881919,128.570697,2019-08-30,3430000,대구광역시 서구
서구어린이도서관,대구광역시,서구,공공도서관,"매주 월요일, 공휴일",09:00,18:00,09:00,17:00,00:00,00:00,323,48630,2,1578,10,15,대구광역시 서구 문화로 123,대구광역시 서구청,053-663-3701,700,1624,http://lib.dgs.go.kr,35.8743162,128.5441955,2019-08-30,3430000,대구광역시 서구
내당4동 어린이도서관,대구광역시,서구,작은도서관,"토,일요일, 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,7977,0,0,3,15,대구광역시 서구 서대구로3길 46,대구광역시 서구청,053-663-4234,,64.9,http://lib.dgs.go.kr,35.858891,128.551749,2019-08-30,3430000,대구광역시 서구
새마을문고 서구지부,대구광역시,서구,작은도서관,"토,일요일, 공휴일",10:00,17:00,00:00,00:00,00:00,00:00,40,5695,0,30,3,15,대구광역시 서구 달서로26길 35-8,새마을문고 서구지부,053-554-5163,,125.4,http://lib.dgs.go.kr,35.872678,128.575354,2019-08-30,3430000,대구광역시 서구
서구청 작은도서관,대구광역시,서구,작은도서관,"토,일요일, 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,19,6144,0,0,3,15,대구광역시 서구 국채보상로 257(평리동),대구광역시 서구청,053-663-3637,,70,http://lib.dgs.go.kr,35.8718022,128.559169,2019-08-30,3430000,대구광역시 서구
비산7동 작은도서관,대구광역시,서구,작은도서관,"매주 월요일, 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,30,5828,0,0,3,15,대구광역시 서구 서대구로63안길 30-22(비산동),대구광역시 서구청,053-663-3649,,88.29,http://lib.dgs.go.kr,35.885911,128.553929,2019-08-30,3430000,대구광역시 서구
내당2.3동 드림도서관,대구광역시,서구,작은도서관,"매주 월요일, 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,55,6375,0,8,3,15,대구광역시 서구 달서로5길 31-1,대구광역시 서구청,053-521-9100,,179.38,http://lib.dgs.go.kr,35.864275,128.5687571,2019-08-30,3430000,대구광역시 서구
달성토성마을 다락방 작은도서관,대구광역시,서구,작은도서관,"매주 월요일, 공휴일",09:00,18:00,09:00,18:00,00:00,00:00,21,3990,1,0,3,15,대구광역시 서구 국채보상로83길 21(비산2.3동),대구광역시 서구청,053-663-3645,,40,http://lib.dgs.go.kr,35.873152,128.5732945,2019-08-30,3430000,대구광역시 서구
만평주민도서관,대구광역시,서구,작은도서관,"토,일요일, 공휴일",10:00,17:00,10:00,17:00,00:00,00:00,20,9138,0,162,3,10,대구광역시 서구 서대구로66길 29-1(비산동),사단법인 자원봉사능력개발원,053-356-0468,,84.24,http://lib.dgs.go.kr,35.887176,128.568276,2019-08-30,3430000,대구광역시 서구
마을도서관 햇빛따라,대구광역시,서구,작은도서관,"월,일요일, 공휴일",10:00,19:00,10:00,19:00,00:00,00:00,30,13063,0,51,5,15,대구광역시 서구 북비산로 359(비산동),마을도서관 햇빛따라,070-8821-5234,,173.72,http://happylog.naver.com/seogumun.do,35.879609,128.572733,2019-08-30,3430000,대구광역시 서구
저스트프렌즈 작은도서관,대구광역시,서구,작은도서관,"토,일요일, 공휴일",10:00,18:00,00:00,00:00,00:00,00:00,20,7800,0,0,5,14,"대구광역시 서구 국채보상로66길 57-2, 1층(평리동)",저스트프렌즈작은도서관,070-8272-7943,,72,http://lib.dgs.go.kr,35.869575,128.570343,2019-08-30,3430000,대구광역시 서구
세토 작은도서관,대구광역시,서구,작은도서관,"일요일, 공휴일",10:00,18:00,10:00,18:00,00:00,00:00,30,3500,0,150,3,7,대구광역시 서구 서대구로41길 21(평리동),세토 작은도서관,053-248-7399,,262,http://lib.dgs.go.kr,35.864472,128.553323,2019-08-30,3430000,대구광역시 서구
별이난마을도서관,대구광역시,서구,작은도서관,"일요일, 공휴일",10:00,18:00,10:00,18:00,00:00,00:00,39,1500,0,0,3,7,대구광역시 서구 서대구로 11길 38,경운교회,053-526-2186,,82.62,http://lib.dgs.go.kr,35.862169,128.551897,2019-08-30,3430000,대구광역시 서구
중리롯데 작은도서관,대구광역시,서구,작은도서관,"토,일요일, 공휴일",10:00,17:00,00:00,00:00,00:00,00:00,16,2500,0,0,5,15,"대구광역시 서구 국채보상로 34길 12, 118동 지하1층",중리롯데 작은도서관,053-522-0548,,85.1,http://lib.dgs.go.kr,35.867068,128.547268,2019-08-30,3430000,대구광역시 서구
평리 작은도서관,대구광역시,서구,작은도서관,"월,일요일, 공휴일",13:00,18:00,13:00,18:00,00:00,00:00,40,1400,0,0,1,7,대구광역시 서구 통학로38길 21-1(평리1동),평리교회,053-561-0635,,1166.79,http://lib.dgs.go.kr,35.8773589,128.5631319,2019-08-30,3430000,대구광역시 서구
양양교육도서관,강원도,양양군,공공도서관,"매주 월요일, 공휴일",09:00,19:00,09:00,19:00,09:00,19:00,200,81646,36,3976,5,14,강원도 양양군 양양읍 남문로 50,강원도 속초양양교육지원청,033-672-2679,4598,1524,http://lib.gwe.go.kr/yanglib/egovMain.do,38.075921,128.618272,2019-08-22,4350000,강원도 양양군
이진아기념도서관,서울특별시,서대문구,공공도서관,매주 월요일 및 법정공휴일(일요일제외),09:00,22:00,09:00,17:00,00:00,00:00,238,155957,141,9121,7,14,서울특별시 서대문구 독립문공원길 80,서대문구도시관리공단,02-360-8600,757,2765,http://lib.sdm.or.kr,37.572882,126.954479,2019-07-16,3120000,서울특별시 서대문구
남가좌새롬어린이도서관,서울특별시,서대문구,공공도서관,매주 월요일 및 법정공휴일(일요일제외),09:00,18:00,09:00,17:00,00:00,00:00,75,59909,30,564,7,14,서울특별시 서대문구 증가로10길 16-15,서대문구도시관리공단,02-360-8670,287.9,674.58,http://lib.sdm.or.kr,37.578287,126.921808,2019-07-16,3120000,서울특별시 서대문구
홍은도담도서관,서울특별시,서대문구,공공도서관,매주 월요일 및 법정공휴일(일요일제외),09:00,22:00,09:00,17:00,00:00,00:00,65,45626,38,169,7,14,서울특별시 서대문구 홍은중앙로 129,서대문구도시관리공단,02-360-8640,474,682.77,http://lib.sdm.or.kr,37.601701,126.946805,2019-07-16,3120000,서울특별시 서대문구
알음알음작은도서관,서울특별시,서대문구,작은도서관,"일요일, 법정공휴일",09:00,18:00,10:00,17:00,00:00,00:00,30,14567,0,0,7,14,"서울특별시 서대문구 경기대로 40, 충현동자치회관",서대문구도시관리공단,02-330-8164,0,106,http://lib.sdm.or.kr,37.562901,126.960148,2019-07-16,3120000,서울특별시 서대문구
하늘샘작은도서관,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,18,6551,0,0,7,14,"서울특별시 서대문구 독립문로 27, 천연보건분소 1층",서대문구도시관리공단,02-330-8334,0,165,http://lib.sdm.or.kr,37.569512,126.960638,2019-07-16,3120000,서울특별시 서대문구
북아현마을 북카페,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,35,7240,0,0,7,14,"서울특별시 서대문구 북아현로 24, 북아현동주민센터 3층",서대문구도시관리공단,02-330-8672,0,90,http://lib.sdm.or.kr,37.559456,126.954805,2019-07-16,3120000,서울특별시 서대문구
아이누리작은도서관,서울특별시,서대문구,작은도서관,"일요일, 법정공휴일",09:00,18:00,10:00,17:00,00:00,00:00,39,12907,0,0,7,14,"서울특별시 서대문구 증가로 13-10, 연희동자치회관",서대문구도시관리공단,02-330-8775,0,160,http://lib.sdm.or.kr,37.569184,126.930627,2019-07-16,3120000,서울특별시 서대문구
햇살작은도서관,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,25,13739,0,0,7,14,"서울특별시 서대문구 세검정로1길 45, 홍은1동 자치회관 2층",서대문구도시관리공단,02-330-8461,0,80,http://lib.sdm.or.kr,37.593162,126.943349,2019-07-16,3120000,서울특별시 서대문구
행복작은도서관,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,25,8396,0,0,7,14,"서울특별시 서대문구 모래내로 334, 홍은2동주민센터 3층",서대문구도시관리공단,02-330-8788,0,91,http://lib.sdm.or.kr,37.579985,126.931943,2019-07-16,3120000,서울특별시 서대문구
새싹작은도서관,서울특별시,서대문구,작은도서관,"일요일, 법정공휴일",09:00,18:00,10:00,17:00,00:00,00:00,40,14236,0,0,7,14,"서울특별시 서대문구 통일로27길 19, 홍제1동 자치회관",서대문구도시관리공단,02-330-8663,0,125,http://lib.sdm.or.kr,37.583005,126.947833,2019-07-16,3120000,서울특별시 서대문구
꿈이있는작은도서관,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,26,7910,0,0,7,14,"서울특별시 서대문구 통일로34길 27, 홍제2동주민센터 2층",서대문구도시관리공단,02-330-8453,0,85,http://lib.sdm.or.kr,37.586071,126.947157,2019-07-16,3120000,서울특별시 서대문구
문화촌어린이도서관,서울특별시,서대문구,작은도서관,"일요일, 법정공휴일",09:00,18:00,10:00,17:00,00:00,00:00,35,8469,0,0,7,14,"서울특별시 서대문구 세검정로4길 32, 홍제3동주민센터 3층",서대문구도시관리공단,02-330-8991,0,128,http://lib.sdm.or.kr,37.593746,126.947485,2019-07-16,3120000,서울특별시 서대문구
파랑새작은도서관,서울특별시,서대문구,작은도서관,"일요일, 법정공휴일",09:00,18:00,09:00,12:00,00:00,00:00,48,7686,0,0,7,14,"서울특별시 서대문구 모래내로 15길 37, 남가좌1동주민센터 2층",서대문구도시관리공단,02-330-8992,0,124,http://lib.sdm.or.kr,37.574070,126.920531,2019-07-16,3120000,서울특별시 서대문구
늘푸른열린작은도서관,서울특별시,서대문구,작은도서관,"토·일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,23,6003,0,0,7,14,"서울특별시 서대문구 수색로 100-55, 북가좌1동주민센터 2층",서대문구도시관리공단,02-330-8554,0,84,http://lib.sdm.or.kr,37.574288,126.907962,2019-07-16,3120000,서울특별시 서대문구
가슴따뜻한작은도서관,서울특별시,서대문구,작은도서관,"일요일, 법정공휴일",09:00,18:00,10:00,14:00,00:00,00:00,18,5311,0,0,7,14,"서울특별시 서대문구 응암로1길 10, 북가좌2동주민센터 2층",서대문구도시관리공단,02-330-8652,0,16,http://lib.sdm.or.kr,37.581453,126.908976,2019-07-16,3120000,서울특별시 서대문구
이팝꽃향기작은도서관,서울특별시,서대문구,작은도서관,"일요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,6,2016,0,0,7,14,서울특별시 서대문구 불광천길 204,서대문구도시관리공단,02-302-9798,0,18,http://lib.sdm.or.kr,37.583901,126.910230,2019-07-16,3120000,서울특별시 서대문구
영암도서관,전라남도,영암군,공공도서관,국경일,08:00,22:00,08:00,22:00,08:00,22:00,387,93000,30,3200,5,7,전라남도 영암군 영암읍 교동로 89-5,영암군청,061-470-6824,,,http://library.yeongam.go.kr/,34.797957,126.693646,2019-06-19,4940000,전라남도 영암군
삼호도서관,전라남도,영암군,공공도서관,국경일,08:00,22:00,08:00,22:00,08:00,22:00,387,93000,30,3200,5,7,전라남도 영암군 삼호읍 삼호중앙로 140,영암군청,061-470-6832,3140,1434,http://library.yeongam.go.kr/,34.744802,126.466636,2019-06-19,4940000,전라남도 영암군
디지털정보도서관,경기도,용인시,공공도서관,"매월 두 번째, 네 번째 월요일",09:00,18:00,09:00,18:00,09:00,18:00,46,10620,94,29940,7,14,경기도 용인시 처인구 중부대로 1199,경기도 용인시,031-324-4621,0,0,https://lib.yongin.go.kr/,37.2406080,127.1772935,2019-04-03,4050000,경기도 용인시
용인중앙도서관,경기도,용인시,공공도서관,"매월 두 번째, 네 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,556,305821,108,3692,7,14,경기도 용인시 처인구 명지로 27,경기도 용인시,031-324-4610,0,0,https://lib.yongin.go.kr/,37.2334148,127.1902732,2019-04-03,4050000,경기도 용인시
포곡도서관,경기도,용인시,공공도서관,"매월 첫 번째, 세 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,338,159031,90,3305,7,14,경기도 용인시 처인구 포곡읍 포곡로 278번길 8,경기도 용인시,031-324-4631,0,0,https://lib.yongin.go.kr/,37.2789044,127.2326774,2019-04-03,4050000,경기도 용인시
동백도서관,경기도,용인시,공공도서관,"매월 두 번째, 네 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,477,145002,92,3782,7,14,경기도 용인시 기흥구 동백3로 80,경기도 용인시,031-324-4651,0,0,https://lib.yongin.go.kr/,37.2740661,127.1581171,2019-04-03,4050000,경기도 용인시
모현도서관,경기도,용인시,공공도서관,"매월 두 번째, 네 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,361,99735,86,1639,7,14,경기도 용인시 처인구 모현면 백옥대로 2348,경기도 용인시,031-324-4351,0,0,https://lib.yongin.go.kr/,37.274100,127.158000,2019-04-03,4050000,경기도 용인시
보라도서관,경기도,용인시,공공도서관,"매월 두 번째, 네 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,437,120316,99,1527,7,14,경기도 용인시 기흥구 한보라2로 116,경기도 용인시,031-324-4331,0,0,https://lib.yongin.go.kr/,37.2484148585,127.109024579,2019-04-03,4050000,경기도 용인시
남사도서관,경기도,용인시,공공도서관,"매월 첫 번째, 세 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,340,32755,100,402,7,14,경기도 용인시 처인구 남사면 한숲로 61,경기도 용인시,031-324-4735,0,0,https://lib.yongin.go.kr/,37.153700,127.170800,2019-04-03,4050000,경기도 용인시
양지해밀도서관,경기도,용인시,공공도서관,매주 월요일,09:00,18:00,09:00,18:00,09:00,18:00,136,48955,15,999,7,14,경기도 용인시 처인구 양지면 교동로18번길 8,경기도 용인시,031-324-4625,0,0,https://lib.yongin.go.kr/,37.2375822767,127.2855002865,2019-04-03,4050000,경기도 용인시
이동꿈틀도서관,경기도,용인시,공공도서관,매주 월요일,09:00,18:00,09:00,18:00,09:00,18:00,161,35487,11,189,7,14,경기도 용인시 처인구 이동면 경기동로705번길 16,경기도 용인시,031-324-4661,0,0,https://lib.yongin.go.kr/,37.1391215708,127.199753992,2019-04-03,4050000,경기도 용인시
수지도서관,경기도,용인시,공공도서관,"매월 두 번째, 네 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,894,247714,113,3229,7,14,경기도 용인시 수지구 문정로7번길 23,경기도 용인시,031-324-8971,0,0,https://lib.yongin.go.kr/,37.3202760198,127.0946873701,2019-04-03,4050000,경기도 용인시
구성도서관,경기도,용인시,공공도서관,"매월 첫 번째, 세 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,502,148596,89,3922,7,14,경기도 용인시 기흥구 구성로 77번길 17,경기도 용인시,031-324-4131,0,0,https://lib.yongin.go.kr/,37.2967623035,127.1189832704,2019-04-03,4050000,경기도 용인시
죽전도서관,경기도,용인시,공공도서관,"매월 첫 번째, 세 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,471,166569,88,3001,7,14,경기도 용인시 수지구 대지로 89,경기도 용인시,031-324-4641,0,0,https://lib.yongin.go.kr/,37.3301254,127.1187650,2019-04-03,4050000,경기도 용인시
기흥도서관,경기도,용인시,공공도서관,"매월 첫 번째, 세 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,518,168066,93,3116,7,14,경기도 용인시 기흥구 기흥로 116번길 10,경기도 용인시,031-324-4753,0,0,https://lib.yongin.go.kr/,37.2862231,127.1141009,2019-04-03,4050000,경기도 용인시
흥덕도서관,경기도,용인시,공공도서관,"매월 두 번째, 네 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,459,100991,88,897,7,14,경기도 용인시 기흥구 흥덕중앙로 153,경기도 용인시,031-324-4141,0,0,https://lib.yongin.go.kr/,37.2748341,127.0839883,2019-04-03,4050000,경기도 용인시
상현도서관,경기도,용인시,공공도서관,"매월 첫 번째, 세 번째 월요일",07:00,22:00,07:00,22:00,07:00,22:00,580,111546,90,1279,7,14,경기도 용인시 수지구 법조로 232,경기도 용인시,031-324-4121,0,0,https://lib.yongin.go.kr/,37.2999750,127.0742442,2019-04-03,4050000,경기도 용인시
구갈희망누리도서관,경기도,용인시,공공도서관,매주 일요일,09:00,18:00,09:00,18:00,09:00,18:00,64,44331,14,999,7,14,경기도 용인시 기흥구 갈곡로 12번길 1,경기도 용인시,031-324-6561,0,0,https://lib.yongin.go.kr/,37.2726108,127.1303200,2019-04-03,4050000,경기도 용인시
청덕도서관,경기도,용인시,공공도서관,"매월 두 번째, 네 번째 월요일",09:00,22:00,09:00,22:00,09:00,22:00,197,75297,78,880,7,14,경기도 용인시 기흥구 구성1로 44,경기도 용인시,031-284-1763,0,0,https://lib.yongin.go.kr/,37.2927981653,127.1474288248,2019-04-03,4050000,경기도 용인시
느티나무도서관,경기도,용인시,공공도서관,"매주 월, 목요일",10:00,22:00,10:00,22:00,10:00,22:00,230,46426,270,2506,5,14,경기도 용인시 수지구 수풍로 116번길 22,느티나무도서관재단,031-262-9124,0,0,http://www.neutinamu.org,37.3339692,127.0960414,2019-04-03,4050000,경기도 용인시
건영캐스빌상앗대문고,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,17:00,13:00,17:00,13:00,17:00,24,7680,0,0,5,14,"경기도 용인시 수지구 죽전로 267, 관리사무소 2층",내대지마을건영캐스빌아파트입주자대표회의,,0,85.57,,37.3327255,127.1256834,2019-04-03,4050000,경기도 용인시
경남초록 작은도서관,경기도,용인시,작은도서관,매주 일요일,16:00,20:00,16:00,20:00,16:00,20:00,38,10138,13,4,5,14,"경기도 용인시 기흥구 흥덕중앙로105번길 41, 관리사무소 1층",흥덕마을11단지경남아너스빌아파트입주자대표회의,,0,175.64,,37.2807498,127.0770693,2019-04-03,4050000,경기도 용인시
공감도서관,경기도,용인시,작은도서관,"매주 토, 일요일",10:00,17:00,10:00,17:00,10:00,17:00,12,1200,2,0,5,14,경기도 용인시 기흥구 흥덕2로 87번길 17 세림프라자 204호(space-공감),예심교회,,0,71.5,,37.27512489,127.0718864,2019-04-03,4050000,경기도 용인시
광교마을45단지 꿈터도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:30,17:30,14:30,17:30,14:30,17:30,41,5100,9,0,5,14,"경기도 용인시 수지구 광교마을로 11, 커뮤니티센터 1층",광교마을45단지임차인대표회의,031-216-9836,0,233.95,,37.2980696,127.0635206,2019-04-03,4050000,경기도 용인시
광교상현꿈에그린도서관,경기도,용인시,작은도서관,연중무휴,10:00,17:00,10:00,17:00,10:00,17:00,34,3600,0,0,5,14,"경기도 용인시 수지구 수지로 17, 주민공동시설 1층(104동 근처)",광교상현꿈에그린입주자대표회의,,0,118.08,,37.305527,127.074338,2019-04-03,4050000,경기도 용인시
굿모닝작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,17:00,13:00,17:00,13:00,17:00,24,14494,5,111,5,14,"경기도 용인시 수지구 동천로 64, 504동 주민공동시설 1층",동문굿모닝힐5차아파트입주자대표회의,031-889-2715,0,180.67,,37.3416672,127.097135,2019-04-03,4050000,경기도 용인시
그루터기도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,17:00,15:00,17:00,15:00,17:00,45,5926,0,0,5,14,"경기도 용인시 기흥구 한보라2로 167, 관리사무소 2층",한보라마을아파트부녀회,031-693-5245,0,107,,37.2428769,127.1085608,2019-04-03,4050000,경기도 용인시
금화작은도서관,경기도,용인시,작은도서관,매주 일요일,13:00,17:00,13:00,17:00,13:00,17:00,50,13567,5,450,5,14,"경기도 용인시 기흥구 금화로58번길 10, 관리사무소 2층",금화마을4단지아파트입주자대표회의,031-309-9042,0,70,,37.2629247,127.110133,2019-04-03,4050000,경기도 용인시
